Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     ,Bolivar Soberano   (VES)                     
27-03-2023,137.6764057,1.437317852,0.376,3502933.982,12.73789746,5.088000501,1.39040668,1.299193749,909.3578997,7.134937556,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726706032,3.64,60.11642412,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0438579
28-03-2023,137.6719927,1.437317852,0.376,3505089.708,12.73789496,5.088000501,1.39040668,1.299193749,909.3578997,7.137310414,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726623061,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1350352
29-03-2023,137.6677385,1.437317852,0.376,3507244.147,12.73789727,5.088000501,1.39040668,1.299193749,909.3578997,7.139668017,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726541777,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0481949
30-03-2023,137.6636373,1.437317852,0.376,3509397.299,12.73789513,5.088000501,1.39040668,1.299193749,909.3578997,7.142010461,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726462145,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1306993
31-03-2023,137.6596837,1.437317852,0.376,3511549.167,12.73789711,5.088000501,1.39040668,1.299193749,909.3578997,7.144337846,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726384132,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0525297
01-04-2023,137.6558723,1.437317852,0.376,3513699.75,12.73789528,5.088000501,1.39040668,1.299193749,909.3578997,7.146650267,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726307705,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1263656
02-04-2023,137.6521981,1.437317852,0.376,3515849.048,12.73789698,5.088000501,1.39040668,1.299193749,909.3578997,7.148947822,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726232832,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0568623
03-04-2023,137.648656,1.437317852,0.376,3517997.064,12.73789541,5.088000501,1.39040668,1.299193749,909.3578997,7.151230604,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726159482,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1220341
04-04-2023,137.6452414,1.437317852,0.376,3520143.797,12.73789686,5.088000501,1.39040668,1.299193749,909.3578997,7.15349871,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726087622,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0611927
05-04-2023,137.6419497,1.437317852,0.376,3522289.249,12.73789551,5.088000501,1.39040668,1.299193749,909.3578997,7.155752234,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.726017224,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1177048
06-04-2023,137.6387764,1.437317852,0.376,3524433.42,12.73789676,5.088000501,1.39040668,1.299193749,909.3578997,7.157991269,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725948257,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0655209
07-04-2023,137.6357172,1.437317852,0.376,3526576.31,12.73789561,5.088000501,1.39040668,1.299193749,909.3578997,7.160215909,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725880692,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1133777
08-04-2023,137.6327682,1.437317852,0.376,3528717.922,12.73789668,5.088000501,1.39040668,1.299193749,909.3578997,7.162426246,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7258145,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0698469
09-04-2023,137.6299252,1.437317852,0.376,3530858.255,12.73789569,5.088000501,1.39040668,1.299193749,909.3578997,7.164622372,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725749655,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1090528
10-04-2023,137.6271845,1.437317852,0.376,3532997.31,12.7378966,5.088000501,1.39040668,1.299193749,909.3578997,7.166804379,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725686128,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0741707
11-04-2023,137.6245424,1.437317852,0.376,3535135.088,12.73789575,5.088000501,1.39040668,1.299193749,909.3578997,7.168972357,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725623892,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1047301
12-04-2023,137.6219954,1.437317852,0.376,3537271.59,12.73789654,5.088000501,1.39040668,1.299193749,909.3578997,7.171126396,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725562922,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0784923
13-04-2023,137.61954,1.437317852,0.376,3539406.816,12.73789581,5.088000501,1.39040668,1.299193749,909.3578997,7.173266587,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725503191,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.1004096
14-04-2023,137.617173,1.437317852,0.376,3541540.767,12.73789649,5.088000501,1.39040668,1.299193749,909.3578997,7.175393018,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725444675,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0828118
15-04-2023,137.6148911,1.437317852,0.376,3543673.445,12.73789586,5.088000501,1.39040668,1.299193749,909.3578997,7.177505777,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725387348,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0960913
16-04-2023,137.6126914,1.437317852,0.376,3545804.849,12.73789644,5.088000501,1.39040668,1.299193749,909.3578997,7.179604953,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725331187,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.087129
17-04-2023,137.6105708,1.437317852,0.376,3547934.981,12.7378959,5.088000501,1.39040668,1.299193749,909.3578997,7.181690633,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725276167,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0917751
18-04-2023,137.6085264,1.437317852,0.376,3550063.841,12.7378964,5.088000501,1.39040668,1.299193749,909.3578997,7.183762904,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725222267,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.091444
19-04-2023,137.6065557,1.437317852,0.376,3552191.43,12.73789594,5.088000501,1.39040668,1.299193749,909.3578997,7.185821851,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725169462,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0874612
20-04-2023,137.6046558,1.437317852,0.376,3554317.749,12.73789637,5.088000501,1.39040668,1.299193749,909.3578997,7.187867561,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.72511773,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.0957569
21-04-2023,137.6028243,1.437317852,0.376,3556442.799,12.73789597,5.088000501,1.39040668,1.299193749,909.3578997,7.189900118,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725067051,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0831494
22-04-2023,137.6010587,1.437317852,0.376,3558566.58,12.73789634,5.088000501,1.39040668,1.299193749,909.3578997,7.191919608,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.725017402,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.1000675
23-04-2023,137.5993566,1.437317852,0.376,3560689.093,12.737896,5.088000501,1.39040668,1.299193749,909.3578997,7.193926113,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724968762,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0788399
24-04-2023,137.5977158,1.437317852,0.376,3562810.339,12.73789631,5.088000501,1.39040668,1.299193749,909.3578997,7.195919719,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724921111,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.104376
25-04-2023,137.5961339,1.437317852,0.376,3564930.318,12.73789602,5.088000501,1.39040668,1.299193749,909.3578997,7.197900507,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724874429,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0745325
26-04-2023,137.594609,1.437317852,0.376,3567049.032,12.73789629,5.088000501,1.39040668,1.299193749,909.3578997,7.199868559,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724828696,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.1086823
27-04-2023,137.593139,1.437317852,0.376,3569166.481,12.73789604,5.088000501,1.39040668,1.299193749,909.3578997,7.201823959,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724783893,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0702273
28-04-2023,137.5917219,1.437317852,0.376,3571282.665,12.73789627,5.088000501,1.39040668,1.299193749,909.3578997,7.203766787,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.72474,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.1129864
29-04-2023,137.5903557,1.437317852,0.376,3573397.587,12.73789606,5.088000501,1.39040668,1.299193749,909.3578997,7.205697124,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724697,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0659243
30-04-2023,137.5890387,1.437317852,0.376,3575511.246,12.73789626,5.088000501,1.39040668,1.299193749,909.3578997,7.207615051,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724654875,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.1172883
01-05-2023,137.5877691,1.437317852,0.376,3577623.643,12.73789607,5.088000501,1.39040668,1.299193749,909.3578997,7.209520646,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724613605,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0616234
02-05-2023,137.5865452,1.437317852,0.376,3579734.778,12.73789624,5.088000501,1.39040668,1.299193749,909.3578997,7.21141399,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724573175,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.1215881
03-05-2023,137.5853653,1.437317852,0.376,3581844.654,12.73789609,5.088000501,1.39040668,1.299193749,909.3578997,7.213295162,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724533567,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0573248
04-05-2023,137.5842278,1.437317852,0.376,3583953.27,12.73789623,5.088000501,1.39040668,1.299193749,909.3578997,7.215164238,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724494764,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.1258856
05-05-2023,137.5831313,1.437317852,0.376,3586060.627,12.7378961,5.088000501,1.39040668,1.299193749,909.3578997,7.217021298,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.72445675,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0530283
06-05-2023,137.5820742,1.437317852,0.376,3588166.725,12.73789622,5.088000501,1.39040668,1.299193749,909.3578997,7.218866419,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724419509,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.130181
07-05-2023,137.5810552,1.437317852,0.376,3590271.567,12.73789611,5.088000501,1.39040668,1.299193749,909.3578997,7.220699676,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724383025,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,560.0487341
08-05-2023,137.5800728,1.437317852,0.376,3592375.152,12.73789621,5.088000501,1.39040668,1.299193749,909.3578997,7.222521147,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.724347282,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.744277668,2.995931453,3.6725,0.844891596,1,40.42251068,543.1344742
