,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     ,Bolivar Soberano   (VES)                     
2024-03-13,137.55375176591832,1.437317852,0.376,4186625.221580826,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.466997291484883,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498117453,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625686095596,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.6936756289043
2024-03-14,137.5537517567074,1.437317852,0.376,4188352.8756572595,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.467262663166803,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.4742284981177844,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625599156707,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.2467500649766
2024-03-15,137.55375174784552,1.437317852,0.376,4190079.29554661,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.46752654625516,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498118104,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625513664164,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7017823169847
2024-03-16,137.5537517393194,1.437317852,0.376,4191804.482130545,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.467788949100168,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498118412,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625429593907,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.23864789267
2024-03-17,137.55375173111634,1.437317852,0.376,4193528.436290104,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.4680498800052035,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.47422849811871,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625346922272,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.709879976033
2024-03-18,137.55375172322408,1.437317852,0.376,4195251.158905695,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.4683093472270645,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498118997,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625265625992,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.2305547443659
2024-03-19,137.55375171563085,1.437317852,0.376,4196972.650857099,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.468567358976233,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498119274,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625185682187,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7179686161056
2024-03-20,137.55375170832534,1.437317852,0.376,4198692.913023467,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.468823923417134,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498119541,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625107068355,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.2224706100135
2024-03-21,137.55375170129662,1.437317852,0.376,4200411.946283323,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.469079048668395,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.4742284981198,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722625029762371,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7260482472476
2024-03-22,137.5537516945342,1.437317852,0.376,4202129.751514562,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.469332742803102,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498120049,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624953742478,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.2143954795733
2024-03-23,137.55375168802803,1.437317852,0.376,4203846.329594455,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.469585013849056,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.47422849812029,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624878987278,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7341188794928
2024-03-24,137.55375168176835,1.437317852,0.376,4205561.681399642,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.469835869789024,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498120522,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624805475734,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.206329343017
2024-03-25,137.55375167574584,1.437317852,0.376,4207275.807806139,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.470085318560996,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498120746,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624733187153,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7421805228641
2024-03-26,137.55375166995154,1.437317852,0.376,4208988.709689337,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.470333368058435,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.4742284981209615,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624662101192,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1982721903275
2024-03-27,137.55375166437676,1.437317852,0.376,4210700.387924,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.470580026130524,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.47422849812117,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226245921978425,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7502331873733
2024-03-28,137.55375165901322,1.437317852,0.376,4212410.843384268,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.470825300582417,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498121372,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.72262452345743,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1902240114988
2024-03-29,137.55375165385288,1.437317852,0.376,4214120.076943656,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.471069199175485,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498121566,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624455860608,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7582768830205
2024-03-30,137.5537516488881,1.437317852,0.376,4215828.089475057,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.471311729627562,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498121754,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624389388351,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1821847965359
2024-03-31,137.5537516441114,1.437317852,0.376,4217534.881850737,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.471552899613189,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498121935,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.72262432402195,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.766311619795
2024-04-01,137.5537516395157,1.437317852,0.376,4219240.454942342,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.471792716763858,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.47422849812211,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624259743009,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1741545354552
2024-04-02,137.55375163509413,1.437317852,0.376,4220944.809620893,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.472031188668249,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498122279,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226241965334355,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7743374076753
2024-04-03,137.55375163084008,1.437317852,0.376,4222647.946756789,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.472268322872479,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498122441,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226241343754385,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1661332182839
2024-04-04,137.55375162674721,1.437317852,0.376,4224349.86721981,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.47250412688033,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498122598,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722624073251525,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7823542566281
2024-04-05,137.55375162280944,1.437317852,0.376,4226050.571879111,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.472738608153495,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.47422849812275,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226240131444905,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1581208350606
2024-04-06,137.55375161902086,1.437317852,0.376,4227750.061603229,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.47297177411181,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498122897,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623954037418,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7903621766094
2024-04-07,137.55375161537583,1.437317852,0.376,4229448.337260078,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.4732036321334885,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123038,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623895913673,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1501173758348
2024-04-08,137.5537516118689,1.437317852,0.376,4231145.399716954,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.473434189555358,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123174,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623838756895,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.7983611775643
2024-04-09,137.55375160849485,1.437317852,0.376,4232841.2498405315,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.47366345367309,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123305,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623782550998,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1421228306674
2024-04-10,137.55375160524864,1.437317852,0.376,4234535.888496868,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.473891431741431,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123432,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623727280162,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.8063512694265
2024-04-11,137.55375160212543,1.437317852,0.376,4236229.316551402,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.474118130974431,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123555,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623672928831,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.13413718963
2024-04-12,137.55375159912055,1.437317852,0.376,4237921.534868952,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.474343558545675,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123673,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623619481709,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.8143324621187
2024-04-13,137.55375159622952,1.437317852,0.376,4239612.54431372,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.474567721588506,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123787,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623566923753,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1261604428054
2024-04-14,137.55375159344803,1.437317852,0.376,4241302.345749292,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.474790627196254,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498123897,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623515240169,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.8223047655525
2024-04-15,137.55375159077192,1.437317852,0.376,4242990.940038633,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.475012282422459,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.4742284981240035,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226234644164125,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1181925802873
2024-04-16,137.55375158819723,1.437317852,0.376,4244678.328044094,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.475232694281096,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498124106,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226234144381785,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.8302681896287
2024-04-17,137.55375158572008,1.437317852,0.376,4246364.510627412,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.4754518697467915,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498124204,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226233652914,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1102335921807
2024-04-18,137.5537515833368,1.437317852,0.376,4248049.488649705,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.475669815755052,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498124299,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623316962245,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.8382227442368
2024-04-19,137.55375158104383,1.437317852,0.376,4249733.2629714785,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.4758865392024765,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498124392,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623269437112,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.1022834686015
2024-04-20,137.55375157883773,1.437317852,0.376,4251415.834452622,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.47610204694698,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.47422849812448,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.722623222702624,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,544.8461684392553
2024-04-21,137.55375157671523,1.437317852,0.376,4253097.203952408,12.73789616,5.088000501,1.39040668,1.299193749,909.3578997,7.476316345808006,3997.487719,24.6147465,7.432858754,0.999316258,280.9630038,116.1184001,79.91074519,14541.18181,42000.0,3.25954844,136.7249907,380.5833928,1336.66197,0.3076511,1.9324,4.474228498124567,44.06506713,19.92549833,112.5551149,1.61286196,9.660115166,0.3845,138.8700846,3.846016855,55.98224616,4.7226231767456275,3.64,60.11642413,3.75,1.390402897,16.82003763,182.6956895,10.59995671,0.962819047,35.88501932,6.7442776680000005,2.995931453,3.6725,0.844891596,1.0,40.42251068,559.0943421996766
